,Unnamed: 0,id,time,activityrecognition#1,android.sensor.accelerometer#mean,android.sensor.accelerometer#min,android.sensor.accelerometer#max,android.sensor.accelerometer#std,user,android.sensor.game_rotation_vector#mean,android.sensor.game_rotation_vector#min,android.sensor.game_rotation_vector#max,android.sensor.gravity#mean,android.sensor.gravity#min,android.sensor.gravity#max,android.sensor.gravity#std,android.sensor.gyroscope#mean,android.sensor.gyroscope#min,android.sensor.gyroscope#max,android.sensor.gyroscope#std,android.sensor.gyroscope_uncalibrated#mean,android.sensor.gyroscope_uncalibrated#min,android.sensor.gyroscope_uncalibrated#max,android.sensor.gyroscope_uncalibrated#std,android.sensor.linear_acceleration#mean,android.sensor.linear_acceleration#min,android.sensor.linear_acceleration#max,android.sensor.linear_acceleration#std,android.sensor.magnetic_field#mean,android.sensor.magnetic_field#min,android.sensor.magnetic_field#max,android.sensor.magnetic_field#std,android.sensor.magnetic_field_uncalibrated#mean,android.sensor.magnetic_field_uncalibrated#min,android.sensor.magnetic_field_uncalibrated#max,android.sensor.orientation#mean,android.sensor.orientation#min,android.sensor.orientation#max,android.sensor.orientation#std,android.sensor.rotation_vector#mean,android.sensor.rotation_vector#min,android.sensor.rotation_vector#max,android.sensor.rotation_vector#std,target
16,16,11660,32.0,54.0,9.70915302061,9.18398283068,10.5730246893,0.298172238027,U10,0.7533289191424,0.7474292774043,0.7603762672048,9.806627031757,9.806624722707,9.806629101687,5.005886969612889e-06,0.0976020045679,0.048942169478034,0.22168466237106,0.044378686467393,0.09314928345281,0.042502859833531,0.20574868950424,0.166476184086277,0.4436051113759099,0.263498340242873,0.9003365079589901,0.2667618158721788,57.18039419926,56.2191019064,58.26699641803,1.2942997179271,150.16322488929,149.73671851928,150.63734623679002,212.4605997068,210.14947144255,214.53568254086,1.6724330245438446,0.8112828858421001,0.8060771404546999,0.8180049702862,0.0068580133587376,0.0
18,18,18169,20.0,100.0,10.0984940554,4.1843047427,20.9653686653,4.4969256031,U12,0.745744621027,0.7408665655483999,0.7511398209741,9.806626851056,9.806626264504,9.806627433722,5.193366628137666e-06,0.28385866277121,0.116335360103934,0.59128684690556,0.169721515170743,0.31874838878891,0.12951769652455,0.6473550481445399,0.288972065703447,1.04012770512681,0.925061220363953,1.18482748408149,0.4956991787065566,65.54081957425,64.59911507928,66.66647323190999,1.4820220095478998,149.94689935332002,149.60402228787,150.32378664759,215.4815638378,202.3247382529,235.68485108476,14.271288401743842,0.8304790826308001,0.8268400234858999,0.8358541563475,0.0086634754275886,4.0
22,22,16735,74.0,100.0,9.84097963672,9.81448161504,9.8670582747,0.0130505485857,U12,0.7256189331521,0.7196146964428001,0.7316357318724,9.806637245517,9.806636968161,9.806637522211002,3.268423885828222e-06,0.430265725546979,0.131464537667744,0.8836280521178299,0.2617415026943183,0.4425282376914,0.14935248414653,0.89892429940638,0.2546835627824472,2.16713254176942,1.2574033474721331,4.394738834756301,1.425568616318373,53.56742270592,52.92184355943,54.37101389277,1.2062106949070002,129.54413053796003,128.0992170124,131.46042617313,204.04761506276,190.29660426376,224.52171274832,14.759600129678098,0.7832638885962,0.7718243225596,0.7984733444004999,0.0133540658095645,0.0
23,23,16871,40.0,100.0,9.82124169087,9.76550354352,9.8803492743,0.0237152943931,U12,0.7558051631386,0.7500268406717,0.7616194453851001,9.806637321486,9.806637063377,9.806637561572,3.274940144750777e-06,0.4286468666788131,0.131107674013127,0.8781573802266699,0.260599082814241,0.44079932911758,0.14760559030864,0.8971022150358099,0.2545683554827163,2.11676293864187,1.235393939780112,4.327865404840421,1.402184948187883,51.083814052360005,50.49733989788,51.79748123696,1.167628229782,118.42415160452,116.99766687026,120.32201844838998,183.12469395786,169.77503712526,203.14825292712,14.2471012368441,0.8388730534978001,0.8298421468888,0.8498388787791,0.0120910100271845,0.0
24,24,11656,28.0,54.0,9.7303974709,9.05071590701,11.0034344512,0.295130633061,U10,0.7867045549462001,0.7817829684585,0.7921625604423,9.806627694361,9.806627436252,9.806627934447,4.8313695143157e-06,0.452744100889863,0.132752262874627,0.91635486872417,0.27446273331358,0.44393958822218,0.15074584941324,0.90024247414041,0.2582796715127863,1.99349425954847,1.110483582578912,4.206238403854721,1.356504286550413,50.660518198830005,50.07404404435,51.37418538343,1.5828862689113,128.14781171452,126.51173178976,130.19198892008998,167.85103083585,154.17599489634,188.19912989723,12.99467664970569,0.796226619472,0.7863242430653,0.808063914551,0.0116927749905645,0.0
25,25,18808,63.0,100.0,9.71456998271,9.1185902044,10.1030227509,0.254989454534,U7,0.7228089775992,0.7178887618806999,0.7282643771805,9.806627543436,9.806627326544,9.806627726874002,4.8155253241625e-06,0.454129323069453,0.1328025021933229,0.92553852827808,0.277145493314927,0.45120446200913,0.15002658163094,0.91983149968182,0.2667538541869413,1.99583793204674,1.114005990203029,4.20772630404411,1.355908052713816,57.66118588967,57.08879388063999,58.33380817533,1.5540138056875,135.36996001832,133.74538999102998,137.40912957269,177.30100366355,163.62730846864002,197.64776198043,13.011828552038802,0.7253932869010999,0.7154942836164,0.7372259518424,0.0119372054282261,2.0
28,28,11234,75.0,92.0,9.76439107214,9.31268511065,10.0140708603,0.127722180671,U10,0.7395007563786,0.7295536237752,0.7469040771066,9.806629154896,9.806628872507,9.806629445825,3.8107216000052e-06,0.359465052973753,0.0692447260201589,0.77960934954538,0.226484147407773,0.40196487838924,0.17504121784873,0.7079418114232199,0.3145041404621513,1.89062707980086,0.8210019740657291,4.42814280145133,1.396246595803936,52.81854155826,52.21701522312001,53.46494452197,1.0394546910592,143.37009203550002,141.70422132938998,145.40519195279998,216.65770824425,213.20003653704003,219.50912334137,13.7150047441958,0.7696218773648,0.7564504267824,0.7829668873976,0.0106302937337408,0.0
29,29,22001,19.0,100.0,10.4121050534,5.05376894561,18.9514750663,3.32867321693,U6,0.7115518421884445,0.7010037283812223,0.7193747913505555,9.80662680302222,9.806626527616666,9.806627080633334,4.205233713524111e-06,0.3896117958266922,0.0760294782734266,0.8225378044602,0.2396891709795255,0.4386988148687222,0.1907033561202999,0.7707370939101332,0.3444213889889792,2.0863917711824,0.9074391738133988,4.892208548646701,1.542847905379151,54.02868876727777,53.4386536885,54.63178312591111,1.0756546885875555,147.88901968455556,146.5132270994444,149.65937881688888,216.63387264194444,212.84226725137785,219.75185957674444,15.167827012678556,0.7443407515681111,0.7298279765632222,0.7588785894746667,0.0116556843430131,4.0
32,32,20964,46.0,75.0,9.68133661843,8.90663231421,10.5511852321,0.412846612044,U11,0.6990977909862223,0.6880138131835556,0.7068223032867778,9.806625660914444,9.806625421814443,9.80662590807111,4.176170839056222e-06,0.2179188600393711,0.0426923559245266,0.5632668317598778,0.1581156801097819,0.3039526889213555,0.1694471636359222,0.4864137443447334,0.2615284353116889,0.9557954830002888,0.5410442195620656,1.7239009568762556,0.7993680242208154,49.49963135455556,49.09785475126666,50.01362092612222,1.1362556669952222,150.3699758998,149.5702192765889,151.08148384735557,203.6210716042,198.08571747042225,208.27176611234444,16.810716097363112,0.7579111478145557,0.7434708946349999,0.7675203155554445,0.0120645253095607,1.0
33,33,19919,260.0,5.0,11.0689491687,9.76451291455,14.0281256028,1.2832040781,U3,0.7368996984136666,0.7250469011128889,0.7459574424281111,9.806625710354444,9.806625454191112,9.806625986856666,4.175299618035445e-06,0.2861087032509222,0.0483478442169822,0.7882848958309889,0.2309124329512455,0.3886461800693889,0.2035729209755444,0.6236043023626222,0.3104450137884333,1.1435769494669,0.7317042617788667,1.9088038475926776,0.8899975105065823,50.6393264825,49.7176409212,51.727192878577775,1.5122696106363334,151.2276907028889,148.53049100741111,153.4343869222111,218.4490335384222,202.79778854431112,228.65067380012223,23.761945445816,0.765618394968889,0.7511781417893334,0.7752275627097779,0.0143134030707607,4.0
34,34,13525,604.0,100.0,9.69054913034,9.65437289522,9.72991603253,0.0170703253858,U8,0.7385691519398749,0.7262843786391251,0.7470839162575,9.8066353640425,9.80663507585875,9.8066356751075,2.342307840239875e-06,0.2880838977501625,0.048819795155605,0.8352557394129875,0.2422332969016512,0.4204462165000625,0.2122388000194875,0.68477410407995,0.3387413888698875,1.2706001357595125,0.809295459745225,2.1294282985163875,0.9983450950136176,51.919187663625,50.8822914071625,53.1430373592125,1.1508683352321252,137.4553290435,134.6829733742125,139.7549743381125,237.51134824773752,220.310421513,248.582518427,26.516831705860497,0.7940618966145,0.7789059490346251,0.803782873075875,0.0145620229457183,1.0
35,35,11663,35.0,54.0,9.73038508563,9.32240007841,10.2210419843,0.136865673234,U10,0.793617762625375,0.780199251762875,0.8037535692338751,9.806627193206252,9.80662548756875,9.806628921725,4.319133564595375e-06,0.2942701953304625,0.0517565289956925,0.8408011284788625,0.2454809125463762,0.41777828571635,0.21542168771165,0.6693291368826999,0.33196245564125,1.2876150021777748,0.8263103261634875,2.1464431649346496,1.0101599796709375,43.0822229374,42.0931851338125,44.255990765612495,1.67833690204025,148.999443766125,146.2601552194625,151.2720942391125,204.979649496675,187.5196589044,216.3164911139625,26.63502612908125,0.83333173105875,0.81773740957475,0.843491081424375,0.0148726244557121,0.0
36,36,18321,70.0,85.0,9.80753351783,7.43204853425,12.1367229126,0.78263404893,U7,0.756196584072125,0.745047980279875,0.76547495490825,9.8066264300425,9.806624532925,9.806628322826253,4.664830763839875e-06,0.14891008972345,0.02745471148368,0.4712424970943499,0.1457094905223387,0.2650806849452499,0.16310531510285,0.38009440012345,0.2509704492205875,0.5937522231310247,0.3859812239192375,1.0483760195429,0.6587180475205124,42.891096912775005,41.937956530725,44.0045061196125,1.6582897590585,152.22681862825,149.4875300815875,154.4994691012375,194.14591602080003,176.679261080275,205.4894219863375,13.684224787760774,0.797368142680125,0.786970394767875,0.8046238510972501,0.0125563209583471,3.0
39,39,20740,156.0,85.0,9.85733293457,9.41997628249,10.5403807929,0.250972479905,U11,0.7595928914856667,0.7391419026931111,0.785543190523,9.806640418934444,9.80663844294778,9.806642386055556,2.642494341152889e-06,0.3244473793382889,0.0737303002774633,0.8792108363597556,0.2499186385657566,0.3757981240786778,0.1254837856338889,0.7026929324471778,0.2368876148124444,1.273123474346222,0.7601448766763333,2.073415265556444,0.9049113551299,38.452345207587776,37.44615692389888,39.53371874721,1.5933333124807778,130.2715887775222,127.82654338496668,132.30184477136666,183.64651872193332,165.89471672022222,198.66267148352225,14.498369987687353,0.7812246176266667,0.757998235723,0.8162467912995557,0.0272786974876877,1.0
40,40,21425,52.0,46.0,9.77435326186,8.59208767079,11.8420693298,0.607952664046,U6,0.809768241936875,0.7874718706230001,0.838431505145375,9.806639216515,9.806637045346251,9.80664137946,2.942627279307625e-06,0.362302851874125,0.0821832622194925,0.9842057257228248,0.28007537661905,0.4182273443034,0.138460470560675,0.783848700411625,0.2644957778074625,1.3884714344454998,0.823434724045875,2.274552308603875,1.00567561537655,36.27588017884875,35.30813772617375,37.28284142019875,1.67894786759675,125.85966854083748,123.2161595199625,128.03653948828747,200.0514854690625,180.5489189221625,216.5683465055875,15.880970595860774,0.8216059790807501,0.80189738454225,0.8569057070996251,0.0262666715156487,1.0
41,41,21275,77.0,100.0,10.0526353978,8.39603068193,12.5680799449,0.843316037804,U6,0.8154254681965715,0.7915672269734285,0.8466543076702857,9.80663765211,9.806635227147144,9.80664008312,3.3301454641175714e-06,0.3786293098434285,0.0905546866553485,0.9647095316132284,0.2761379226746285,0.4278385517406,0.1422101817342,0.8058030497037143,0.2682976457891,1.3954612345934283,0.9230605922254286,1.971190761020143,0.8964339097903429,36.31520966111285,35.20921828662714,37.46602250837,1.6657832802662855,130.6512269717857,127.69651125675716,133.07264203148569,189.3740744695,169.75205655975716,206.7760661341,15.83600483798374,0.8028300012745715,0.7828443991731427,0.8415101906825715,0.0282441556763557,1.0
42,42,12212,269.0,100.0,9.84426111111,9.65153073194,10.0013323255,0.0680073112728,U10,0.7507458305195714,0.7266954047281429,0.7821625933515713,9.806633140691428,9.806630715728572,9.80663557170143,4.859340993863144e-06,0.3796469353836714,0.0912843713821428,0.9725957720209856,0.2816096348544428,0.4279909038158999,0.1428205020030857,0.8008511303523714,0.2670826242801714,1.3495971581973851,0.8771965158293857,1.9253266846241,0.6323520834239142,37.814629956941424,36.72762000751286,38.94717904711285,1.830027645503143,153.96892584258572,150.92499608157144,156.5562821188143,187.6810536996,168.48477245104283,204.09365415697144,15.549046237815029,0.7919943212138572,0.7732228190301429,0.8294604107041429,0.0265271591066495,0.0
44,44,17307,7.0,90.0,9.73595527536,8.65305077504,10.8234202937,0.340393818273,U12,0.6222792811717001,0.6005114617458625,0.6497651705744499,9.80663508991625,9.8066327559925,9.8066373777125,4.319903533472e-06,0.2655875296822625,0.0754013146971125,0.6432318562448625,0.17207825883225,0.2925963153418,0.0915593410795525,0.5886331432337625,0.1906768607501375,1.1845970170779625,0.6343731356347375,1.8631504489785875,0.5558816138868,48.01239613069875,46.65977682897375,48.80518643081125,1.46916218496775,161.2859703922125,159.91736914025,162.23862097855002,162.14597732335,156.4385420073125,170.356225700775,5.93987136030645,0.778116591148875,0.761457131370625,0.811256116141375,0.0195159191566188,2.0
45,45,20513,117.0,100.0,9.77000989683,9.31464192029,10.6240792759,0.404480213589,U11,0.5939764999067,0.5733131427838625,0.6198706222774499,9.80664238391125,9.806641467441253,9.80664325425375,2.6554006870395e-06,0.26442377151845,0.0755269105189125,0.6431508945008625,0.1700733979863375,0.2868778076813374,0.08640686226956,0.5930561735218874,0.1899909392044,1.2235082408793372,0.6683009734358625,1.9070450587803371,0.5507708992651374,48.87143360974875,47.51881430802375,49.66422390986125,0.989312086885625,138.0907733676625,136.7221721157,139.043423954,163.1153924100625,157.5349270800375,171.2408010563625,5.8865005538698245,0.7836216682775,0.7674005824033749,0.8163228193657499,0.0207176323322013,1.0
47,47,18422,25.0,100.0,9.05131672687,5.25748826436,10.5885028341,1.34435492958,U7,0.5450400715457,0.5211254769107375,0.5728897403012,9.80664267509125,9.806642028595,9.8066432821025,2.3837356470028752e-06,0.34030919912415,0.0814407150138337,0.7518598512846251,0.2360706446967875,0.3780156000268124,0.0799426997180599,1.5536822097928873,0.315077843001975,1.0063077990474625,0.5752192918553626,1.4842290741179625,0.3754583620281625,71.38487970674875,69.93292171016125,72.18173272497376,0.985047275156,149.1865743245375,147.20404748395,150.443165033,106.875330029375,101.24507142096252,115.043360057825,5.40123523964905,0.740740814761375,0.72434001159425,0.773878067653,0.0267659643322226,2.0
48,48,13214,293.0,100.0,9.70751231074,9.3795202969,9.97065163367,0.178202575285,U8,0.5133604114390857,0.4966154943757,0.5349633489739428,9.806641609584286,9.80664097730286,9.80664220759714,2.659193894906429e-06,0.1847325465290286,0.0383147616142385,0.4054899064738572,0.1533651781077571,0.2120085438134999,0.0349657719123542,1.3349899020804428,0.2148627881694,0.5577333442113854,0.3662812666861286,0.7849049680305286,0.1721789950679,75.07976949146999,73.54378119744142,75.88591418011286,1.0237391000151428,147.50280170847142,145.62906092580002,148.5469011971429,94.9316495042857,89.31783854095715,103.76177546937144,5.599896117488915,0.7103191899952856,0.6930669227562857,0.7471054177088572,0.0295166807023687,1.0
49,49,14599,17.0,100.0,10.4136235034,3.32438745716,14.6085355752,4.03183530328,U2,0.5652815304839429,0.5582018706342715,0.5702112264830858,9.806642469301428,9.80664207672143,9.80664286312,2.3092126785095715e-06,0.2470301355624571,0.0804964076984385,0.462159932069,0.1544236546577571,0.2598675333690714,0.0945074080077685,1.3417467526043,0.1996414622732571,1.0716688806615282,0.5886884444899857,1.5671844901468144,0.3538421603466143,80.53212894338571,77.56467125017141,82.96600415595715,2.524570204502285,152.17669446532858,149.74877941812858,153.53464432069998,131.89772402542857,130.57683296427143,132.7946604715143,0.8954803150917715,0.7452002855588571,0.7437875286591428,0.7467180114938571,0.0104770799718444,4.0
50,50,11876,248.0,100.0,9.83848144314,9.79778912801,9.86490128737,0.0147577126384,U10,0.56560121723545,0.5594059033144875,0.56991535808195,9.8066325686975,9.80663222519,9.80663291328875,9.802698136295876e-06,0.2164516645401049,0.0706503302164662,0.4047640176014,0.1351830621489824,0.233499504441025,0.0887354517851725,1.1802897773275374,0.174812684824225,0.9402530606264498,0.51764517897635,1.373829218926075,0.3101377965402925,73.960569431725,71.3640439501625,76.090210242725,2.269177241599875,163.7163755005375,161.4955594083625,165.0009720497375,134.82068358825,133.6648989389875,135.605508955575,0.7835494678454078,0.7741531975837499,0.7729169531244999,0.775481289948375,0.0091675271471138,0.0
51,51,9276,100.0,100.0,10.1775616629,4.59513110133,17.636696067,3.55127096165,U4,0.56560121723545,0.5594059033144875,0.56991535808195,9.806950336745556,9.80677297906,9.807127695394444,0.0002591033377889,0.2164516645401049,0.0706503302164662,0.4047640176014,0.1351830621489824,0.233499504441025,0.0887354517851725,1.1802897773275374,0.174812684824225,1.1459478908312886,0.7702964404756444,1.5313489204309554,0.3581246717909266,70.1947347029,67.50303326317777,72.48010220013333,2.2500739041832225,163.7163755005375,161.4955594083625,165.0009720497375,130.1090489873889,129.0816848547111,130.80667153612222,0.9252349091992514,0.7741531975837499,0.7729169531244999,0.775481289948375,0.0091675271471138,4.0
52,52,20635,51.0,100.0,9.9980879417,9.29520764259,11.1460381764,0.382616036617,U11,0.621028907332075,0.6150400044347375,0.625140365713825,9.806953938092224,9.806776580406666,9.807131296741112,0.0002580187721172,0.250683446484305,0.0738643382370037,0.447658165853525,0.1458725270815448,0.267382895078175,0.0938288363845725,1.2292595911120874,0.189588488490075,1.199457354911989,0.7921399348116779,1.616524354256322,0.3997406318344822,68.0162124134,65.32451097367777,70.30157991063334,2.454311111078778,143.1987185868375,141.0855983625375,144.32258441691252,134.60468795875556,132.16137336212222,137.52690067711112,1.9602098617838069,0.79481419611775,0.7935783959345,0.796141844206375,0.0113480153772317,1.0
54,54,19494,78.0,75.0,9.26305599273,8.71217695924,9.96326427091,0.361960582421,U3,0.755011033902,0.750593978647,0.7576224972703751,9.80695396405,9.806776707027778,9.807131258657778,0.0002580898118335,0.2976392570862675,0.1120271892444587,0.4724146404800375,0.1533962623157836,0.2987643758170625,0.1084610431938325,1.2827023082383373,0.2054380860265337,1.1213985263841997,0.8066626334639778,1.4099881477900889,0.3338702816557489,68.34968757866666,65.75234581691112,70.85372855776667,2.679323459786556,138.28131640645,136.7312499835125,139.3111139521625,141.03093369063333,136.3882808700111,146.02964638415557,3.7419610149027736,0.7590815202745,0.7558748388981249,0.760843898815,0.0126289273416141,3.0
55,55,16099,7.0,100.0,9.8144774703,9.78004932846,9.85285248925,0.0161842987475,U12,0.6923688862488374,0.6879352914089876,0.6950011241996625,9.806954915935556,9.806777551563334,9.807132307425556,0.0002578352275588,0.2902910710971862,0.1085907825415462,0.4543257528130375,0.1485750068528651,0.2958151149033625,0.1094448222662125,1.26664922332025,0.2020219289046589,1.069169318293033,0.7569113304334023,1.3566483411666888,0.3286799124929078,69.34122165747777,66.70187232571112,71.90216815034445,2.6397454216672225,134.822343793425,133.2439930969625,135.8734620022875,171.47513499805555,166.8783425207889,176.39969649922222,3.6984025330757735,0.6852231207934625,0.681180283745125,0.6876838698686375,0.0111494886855591,0.0
56,56,14266,145.0,3.0,9.91802079279,5.37197658571,15.0882141403,3.43889405756,U2,0.7186470169760875,0.7146152160508625,0.7209619761186625,9.80695489224889,9.806777547947778,9.807132268972222,0.000257826054753,0.3504044611446237,0.128199114005575,0.5577418656537876,0.1733538444553276,0.3764475689723625,0.13017023138865,1.378680655144625,0.2432626109116213,1.3711040249840332,0.7880200239987355,1.8574992024814665,0.5186816927258744,56.04819226506666,53.45704275086666,58.64951783347778,2.814561847666111,118.88437008030002,117.91274792896247,119.63874521053752,188.4176565160889,183.41498735472223,193.75446972023332,4.296050306490329,0.7071899227847125,0.700545462066875,0.7116131562342625,0.0135154331146816,4.0
